name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor,known_culture,known_spouse,known_heir,known_mother,known_father,num_interactions,num_people_interacted,num_interactions_dead,num_people_interacted_dead,num_hops_daenerys,num_hops_cersei,num_hops_jonsnow,pageRank,community
Simon Toyne,,Simon Toyne,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Toyne,Unknown,1,0,1,0,0,0,3.0,1.0,,,4.0,4.0,5.0,0.35787337313668105,2109.0
Skinner,Skinner,Skinner,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Bolton,Unknown,0,0,1,0,0,0,25.0,5.0,3.0,1.0,3.0,3.0,2.0,0.6941287884605116,2543.0
Sky Blue Su,,Sky Blue Su,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Small Paul,Small Paul,Small Paul,Night's Watch,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,44.0,6.0,19.0,3.0,3.0,3.0,2.0,0.5999317648587748,174.0
Smiling Knight,,Smiling Knight,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Kingswood Brotherhood,Unknown,1,0,1,0,0,0,7.0,2.0,7.0,2.0,3.0,3.0,4.0,0.5711997020553101,2109.0
Softfoot,Softfoot,Softfoot,Night's Watch,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,0.2003091420483543,174.0
Sour Alyn,Sour Alyn,Sour Alyn,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Bolton,Unknown,0,0,1,0,0,0,34.0,6.0,3.0,1.0,3.0,3.0,2.0,0.7635805142810567,2543.0
Spare Boot,Spare Boot,Spare Boot,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,23.0,6.0,,,3.0,2.0,1.0,0.4106389811728149,174.0
Spotted Pate of Maidenpool,Spotted Pate of Maidenpool,Spotted Pate of Maidenpool,Night's Watch,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Squint,Squint,Squint,House Greyjoy,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Greyjoy,Unknown,0,0,1,0,0,0,9.0,3.0,6.0,2.0,3.0,3.0,2.0,0.4052455040742643,72.0
Squinty Jeyne,,Squinty Jeyne,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Osgrey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2144.0
Stalwart Shield,Stalwart Shield,Stalwart Shield,House Targaryen,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unsullied,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2449.0
Stannis Baratheon,,Stannis Baratheon,House Baratheon,1,1,,1,1,Unknown,Cassana Estermont,Steffon Baratheon,0,House Baratheon,Shireen Baratheon,1,0,1,1,1,1,1375.0,90.0,389.0,26.0,2.0,1.0,1.0,13.81365962438285,77.0
Stannis Seaworth,,Stannis Seaworth,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Seaworth,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Steely Pate,,Steely Pate,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1951.0
Steffon Baratheon,,Steffon Baratheon,Unknown,1,1,0.0,0,1,Unknown,Unknown,Unknown,Cassana Estermont,House Baratheon,Unknown,1,0,1,0,0,0,6.0,3.0,3.0,2.0,3.0,2.0,2.0,0.1978758479643148,2109.0
Steffon Darklyn,,Steffon Darklyn,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Darklyn,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2179.0
Steffon Fossoway,,Steffon Fossoway,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Fossoway of Cider Hall,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2196.0
Steffon Frey,,Steffon Frey,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Steffon Hollard,,Steffon Hollard,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Hollard,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2175.0
Steffon Seaworth,,Steffon Seaworth,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Seaworth,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Steffon Stackspear,,Steffon Stackspear,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Stackspear,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2309.0
Steffon Swyft,Steffon Swyft,Steffon Swyft,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Swyft,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2140.0
Steffon Varner,,Steffon Varner,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Varner,Unknown,1,0,1,0,0,0,3.0,1.0,,,5.0,4.0,4.0,0.3835026801476488,1669.0
Stevron Frey,Stevron Frey,Stevron Frey,House Stark,1,1,1.0,0,0,Unknown,Unknown,Unknown,Corenna Swann,House Frey,Unknown,0,0,1,0,0,0,19.0,8.0,16.0,4.0,3.0,2.0,2.0,0.33910824718186633,596.0
Stonesnake,Stonesnake,Stonesnake,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,26.0,4.0,13.0,3.0,3.0,2.0,1.0,0.39922616018448037,174.0
Stygg,Stygg,Stygg,House Greyjoy,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Greyjoy,Unknown,0,0,1,0,0,0,10.0,3.0,3.0,1.0,3.0,3.0,2.0,0.3916863642982208,72.0
Sumner Crakehall,,Sumner Crakehall,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Crakehall,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2178.0
Sybell Spicer,Sybell Spicer,Sybell Spicer,House Lannister,1,0,1.0,1,0,Unknown,Unknown,Unknown,Gawen Westerling,House Spicer,Unknown,0,0,1,0,0,0,19.0,6.0,3.0,1.0,3.0,2.0,2.0,0.4726329243625515,77.0
Sylas,,Sylas,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Greyjoy,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
Sylwa Paege,,Sylwa Paege,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Whalen Frey,House Paege,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1614.0
Symeon Star-Eyes,,Symeon Star-Eyes,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Symon Hollard,,Symon Hollard,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Hollard,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2175.0
Symon Santagar,,Symon Santagar,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Santagar,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2142.0
Symon Silver Tongue,Symon Silver Tongue,Symon Silver Tongue,House Lannister,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,13.0,3.0,3.0,1.0,2.0,2.0,2.0,0.25407621284248316,170.0
Symon Stripeback,Symon Stripeback,Symon Stripeback,House Targaryen,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Targaryen,Unknown,0,0,1,0,0,0,8.0,2.0,,,1.0,2.0,3.0,0.3416363074386027,2566.0
Symond Frey,Symond Frey,Symond Frey,None,1,1,0.0,0,0,Unknown,Unknown,Unknown,Betharios of Braavos,House Frey,Unknown,0,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1553.0
Symond Templeton,Symond Templeton,Symond Templeton,House Arryn,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Templeton,Unknown,0,0,1,0,0,0,23.0,5.0,,,3.0,2.0,3.0,0.5093353635282256,1956.0
Talbert Serry,Talbert Serry,,House Tyrell,1,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.35345888369483863,70.0
Talla Tarly,,Talla Tarly,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,0,House Tarly,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2198.0
Tallad,Tallad,Tallad,House Lannister,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Baratheon of King's Landing,Unknown,0,0,1,0,0,0,19.0,6.0,,,2.0,1.0,2.0,0.42827241788618264,1651.0
Tanda Stokeworth,Tanda Stokeworth,Tanda Stokeworth,House Lannister,1,0,1.0,0,1,Unknown,Unknown,Unknown,0,House Stokeworth,Unknown,0,0,1,0,0,0,48.0,7.0,8.0,2.0,2.0,1.0,2.0,0.5450617633177898,170.0
Tansy,,Tansy,Unknown,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Peach,Unknown,1,0,1,0,0,0,25.0,6.0,16.0,3.0,3.0,2.0,2.0,0.3628297231509351,596.0
Tansy (orphan),,Tansy (orphan),Unknown,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2506.0
Tanton Fossoway,Tanton Fossoway,Tanton Fossoway,House Baratheon,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Fossoway of Cider Hall,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2196.0
Tarber,,Tarber,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,3.0,1.0,,,4.0,4.0,4.0,0.37238805587694523,613.0
Terrance Lynderly,Terrance Lynderly,Terrance Lynderly,House Arryn,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Lynderly,Unknown,0,0,1,0,0,0,12.0,3.0,,,3.0,3.0,3.0,0.6628915893030354,749.0
Terrence Kenning,,Terrence Kenning,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Kenning of Kayce,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2366.0
Terrence Toyne,,Terrence Toyne,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Toyne,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2413.0
Theo Frey,Theo Frey,Theo Frey,None,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Theobald,,Theobald,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,7.0,1.0,,,4.0,3.0,2.0,0.20733649748144675,174.0
Theodore Tyrell,,Theodore Tyrell,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Lia Serry,House Tyrell,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1560.0
Theomar Smallwood,,Theomar Smallwood,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Ravella Swann,House Smallwood,Unknown,1,0,1,0,0,0,0.0,1.0,,,4.0,3.0,3.0,0.15000000000000002,1637.0
Theomore Harlaw,,Theomore Harlaw,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Harlaw,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2246.0
Theomore Lannister,Theomore Lannister,,None,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,,
Thoren Smallwood,Thoren Smallwood,Thoren Smallwood,Night's Watch,1,1,1.0,0,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,56.0,9.0,39.0,6.0,3.0,2.0,1.0,0.8943141596857456,174.0
Three Toes,Three Toes,Three Toes,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Brave Companions,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,47.0
Tickler,Tickler,,House Lannister,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,1.0999879296869037,1761.0
Tim Stone,,Tim Stone,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Tim Tangletongue,Tim Tangletongue,Tim Tangletongue,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Timon,Timon,Timon,House Baratheon,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Timoth,,Timoth,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Martell,Unknown,1,0,1,0,0,0,3.0,1.0,,,3.0,3.0,4.0,0.18965923536452464,2018.0
Tion Frey,Tion Frey,Tion Frey,House Lannister,1,0,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,6.0,1.0,6.0,1.0,4.0,3.0,3.0,0.359983778631431,1619.0
Titus Peake,,Titus Peake,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Margot Lannister,House Peake,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1565.0
Tobbot,,Tobbot,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Clegane,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1761.0
Todder,Todder,Todder,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,41.0,4.0,,,3.0,2.0,1.0,0.48864954288583246,174.0
Todric,Todric,Todric,House Greyjoy,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Tom Costayne,,Tom Costayne,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Costayne,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2204.0
Tom of Sevenstreams,Tom of Sevenstreams,Tom of Sevenstreams,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Brotherhood without banners,Unknown,0,0,1,0,0,0,85.0,9.0,4.0,1.0,3.0,2.0,2.0,0.9668181115062907,872.0
Tommard Heddle,,Tommard Heddle,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Heddle,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2205.0
Tommen Baratheon,,Tommen Baratheon,Unknown,1,1,0.0,1,1,Unknown,Cersei Lannister,Robert Baratheon,0,House Lannister,Myrcella Baratheon,1,0,1,1,1,1,539.0,33.0,131.0,8.0,2.0,1.0,2.0,4.201993802934884,1651.0
Tommen Costayne,,Tommen Costayne,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Costayne,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2204.0
Torbert,,Torbert,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Faith of the Seven,Unknown,1,0,1,0,0,0,4.0,1.0,,,3.0,2.0,3.0,0.3957581313530682,1570.0
Tothmure,Tothmure,Tothmure,House Lannister,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Trebor Jordayne,,Trebor Jordayne,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Jordayne,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2384.0
Tregar,Tregar,Tregar,House Lannister,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,0,0,1,0,0,0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.17951183152908928,2109.0
Tristan Mudd,,Tristan Mudd,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Mudd,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2416.0
Tristan Ryger,,Tristan Ryger,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Ryger,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2207.0
Tristifer IV Mudd,,Tristifer IV Mudd,Unknown,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,0.17354234932572576,158.0
Tristifer V Mudd,,Tristifer V Mudd,Unknown,0,1,0.0,1,0,Unknown,Unknown,Tristifer IV Mudd,0,Unknown,Unknown,1,0,1,0,0,1,0.0,1.0,0.0,1.0,4.0,3.0,3.0,0.15000000000000002,158.0
Tristimun,,Tristimun,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Sea watch,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2208.0
Triston of Tally Hill,,Triston of Tally Hill,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Sunglass,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2352.0
Triston Sunderland,Triston Sunderland,Triston Sunderland,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Sunderland,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2418.0
Tuffleberry,Tuffleberry,Tuffleberry,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Tumberjon,Tumberjon,Tumberjon,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Turquin,,Turquin,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Tya Lannister,,Tya Lannister,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Gowen Baratheon,House Baratheon,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1986.0
Tyana Wylde,,Tyana Wylde,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Aenys Frey,House Wylde,Unknown,1,0,1,0,0,0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,0.15000000000000002,1630.0
Tybero Istarion,Tybero Istarion,Tybero Istarion,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Second Sons,Unknown,0,0,1,0,0,0,16.0,3.0,,,2.0,2.0,2.0,0.33484080067137256,170.0
Tybolt Crakehall,,Tybolt Crakehall,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Crakehall,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2178.0
Tybolt Hetherspoon,,Tybolt Hetherspoon,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Hetherspoon,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2419.0
Tygett Lannister,,Tygett Lannister,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Darlessa Marbrand,House Lannister,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,2036.0
Tyland Lannister,,Tyland Lannister,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,38.0
Tymor,Tymor,Tymor,House Greyjoy,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Greyjoy,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
Tyrek Lannister,Tyrek Lannister,Tyrek Lannister,House Lannister,1,1,1.0,0,0,Unknown,Unknown,Unknown,Ermesande Hayford,House Lannister,Unknown,0,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1584.0
Tyrion Lannister,Tyrion Lannister,Tyrion Lannister,House Lannister,1,1,1.0,1,1,Unknown,Unknown,Unknown,Tysha,House Lannister,Unknown,0,0,1,0,0,0,2873.0,122.0,1060.0,43.0,1.0,1.0,1.0,25.038014440238474,170.0
Tyrion Tanner,,Tyrion Tanner,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Stokeworth,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Tysane Frey,,Tysane Frey,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Tysha,,Tysha,Unknown,0,0,0.0,1,1,Unknown,Unknown,Unknown,Tyrion Lannister,Unknown,Unknown,1,0,1,0,0,0,24.0,4.0,7.0,1.0,2.0,2.0,2.0,0.32924969320883984,170.0
Tyta Frey,Tyta Frey,Tyta Frey,None,1,0,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Tytos Blackwood,Tytos Blackwood,Tytos Blackwood,House Tully,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Blackwood,Unknown,0,0,1,0,0,0,19.0,5.0,4.0,1.0,3.0,2.0,2.0,0.37390248583978974,596.0
Tytos Brax,Tytos Brax,Tytos Brax,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Brax,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2173.0
Tytos Frey,Tytos Frey,Tytos Frey,None,1,1,0.0,0,0,Unknown,Unknown,Unknown,Zhoe Blanetree,House Frey,Unknown,0,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1627.0
Tytos Lannister,,Tytos Lannister,Unknown,1,1,0.0,0,1,Unknown,Unknown,Unknown,Jeyne Marbrand,House Lannister,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,2128.0
Tywin Frey,,Tywin Frey,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Tywin Frey (son of Raymund),,Tywin Frey (son of Raymund),Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Tywin Lannister,Tywin Lannister,Tywin Lannister,House Lannister,1,1,1.0,0,1,Unknown,Unknown,Unknown,Joanna Lannister,House Lannister,Unknown,0,0,1,0,0,0,690.0,48.0,250.0,19.0,2.0,1.0,2.0,5.819206112623215,170.0
Ulf the White,,Ulf the White,Unknown,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,Blacks,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2345.0
Ulmer,Ulmer,Ulmer,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Kingswood Brotherhood,Unknown,0,0,1,0,0,0,3.0,1.0,,,3.0,2.0,1.0,0.17507704551098868,174.0
Ulwyck Uller,Ulwyck Uller,Ulwyck Uller,House Martell,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Uller,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2420.0
Umfred,Umfred,Umfred,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Baelish,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2211.0
Umma,,Umma,Unknown,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Faceless Men,Unknown,1,0,1,0,0,0,6.0,1.0,,,3.0,2.0,2.0,0.19925033123872712,1637.0
Unella,Unella,Unella,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Faith of the Seven,Unknown,0,0,1,0,0,0,43.0,4.0,,,2.0,1.0,2.0,0.6704166198149325,1591.0
Urreg,Urreg,Urreg,Night's Watch,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Urswyck,Urswyck,Urswyck,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Brave Companions,Unknown,0,0,1,0,0,0,11.0,1.0,,,3.0,2.0,2.0,0.23947960098157642,59.0
Utherydes Wayn,Utherydes Wayn,Utherydes Wayn,House Tully,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Wayn,Unknown,0,0,1,0,0,0,15.0,3.0,6.0,2.0,3.0,2.0,2.0,0.3197398918448017,596.0
Uthor Underleaf,,Uthor Underleaf,Unknown,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,419.0
Utt,Utt,Utt,None,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,Brave Companions,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,47.0
Vaellyn,,Vaellyn,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2506.0
Varys,Varys,Varys,House Targaryen,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,609.0,34.0,236.0,15.0,1.0,1.0,2.0,4.722667190805076,2109.0
Vayon Poole,Vayon Poole,Vayon Poole,House Stark,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Poole,Unknown,0,0,1,0,0,0,28.0,5.0,17.0,2.0,2.0,1.0,2.0,0.3619787123054266,2109.0
Vickon Greyjoy,,Vickon Greyjoy,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Greyjoy,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
